gap_between_6star,LimitedBanner(6+0),SpecialBanner(6),SpecialBanner(1),LimitedBanner(1+0),StandardBanner(1+0)
52,721,624,62,113,15
5,440,285,87,33,32
57,1189,384,11,55,96
9,409,666,89,222,29
56,363,393,68,21,58
60,790,371,90,67,118
36,527,175,52,150,103
40,464,499,162,217,26
56,640,427,61,120,5
58,831,723,39,109,15
23,637,355,113,54,35
9,413,319,58,103,147
37,707,478,66,244,46
9,356,461,14,43,35
52,461,255,55,24,17
7,586,415,5,206,61
59,708,271,15,24,117
58,560,263,57,85,137
9,454,335,66,103,274
22,804,379,40,32,24
4,780,235,104,16,46
6,464,349,56,38,5
31,671,384,11,149,14
40,883,370,116,96,100
58,767,251,91,50,63
20,735,402,152,39,2
29,761,601,56,22,59
7,882,643,60,34,11
34,430,444,93,138,1
19,558,514,28,60,55
17,250,166,4,176,70
32,880,455,65,177,21
63,430,540,70,27,120
25,890,319,9,104,56
5,426,488,115,90,61
55,593,390,149,122,58
16,574,343,52,83,71
11,780,497,53,74,106
37,597,386,60,119,120
22,371,870,55,117,24
57,453,636,40,97,70
54,418,540,59,160,3
1,596,498,65,65,1
37,418,529,58,54,8
54,948,308,21,25,165
20,646,669,18,149,120
17,445,369,59,35,142
24,544,343,123,58,99
36,407,415,22,259,47
27,561,350,96,96,8
56,637,518,146,423,57
5,530,275,66,21,125
35,673,267,92,52,29
28,370,376,15,62,4
31,545,531,32,58,22
65,576,370,96,55,105
45,465,421,29,60,61
32,205,219,58,55,34
14,497,488,118,337,82
2,698,354,103,334,57
5,729,404,26,63,56
46,834,344,5,146,23
19,694,434,15,30,134
58,678,372,35,171,57
5,682,296,147,252,19
58,350,408,46,149,56
55,469,357,35,133,61
12,305,448,17,128,57
59,318,501,61,58,126
71,260,405,117,43,4
54,616,478,137,14,153
55,627,294,188,181,96
9,692,416,87,169,21
24,402,382,24,62,13
42,516,379,46,7,1
60,462,419,5,109,68
18,870,318,14,53,30
17,616,235,100,50,56
12,497,415,63,51,29
18,349,398,2,76,6
29,574,394,59,162,42
48,754,576,11,47,57
55,671,322,1,49,45
8,261,177,55,18,61
6,722,509,70,51,63
22,546,673,21,24,198
51,481,544,120,152,112
22,641,323,56,17,60
35,465,382,61,136,28
34,681,404,58,61,69
23,704,487,71,64,64
27,863,167,106,178,47
15,506,482,120,47,28
59,551,524,24,25,141
47,902,356,70,196,140
54,428,411,3,1,17
12,763,270,1,160,8
19,851,338,8,55,295
15,542,486,165,63,55
9,504,566,121,56,20
34,748,361,142,120,91
56,419,273,99,3,60
11,433,509,47,71,70
59,642,302,8,92,33
57,605,349,57,167,66
24,476,654,125,43,112
57,382,427,29,119,53
59,458,254,4,7,82
11,801,228,22,9,180
56,430,392,105,120,18
50,475,310,61,62,56
60,627,331,34,179,56
23,784,357,82,270,8
13,268,540,57,2,82
5,995,378,56,105,79
46,556,336,23,77,43
1,610,367,134,117,76
27,440,425,57,59,40
34,645,264,19,11,33
21,379,477,56,97,34
60,451,161,61,170,80
2,772,632,57,21,17
13,492,313,126,27,63
51,327,272,4,138,58
6,478,313,153,156,72
22,524,446,97,294,16
59,455,461,21,34,187
9,357,368,13,145,43
29,440,222,1,69,62
66,779,332,68,131,126
17,1390,509,30,4,44
61,844,237,56,243,94
58,836,338,29,64,137
50,592,319,6,43,56
64,472,526,42,131,33
65,1088,305,57,114,63
51,226,230,45,123,151
66,490,349,61,15,54
7,255,304,63,23,39
12,848,434,198,57,38
49,373,172,113,73,55
19,658,292,60,31,95
57,622,247,28,252,35
20,1038,508,69,295,17
29,555,559,64,80,87
14,537,149,47,70,56
15,337,265,28,166,14
55,368,279,141,63,140
14,318,257,140,79,20
56,394,285,17,135,245
46,661,720,8,70,64
34,289,366,151,41,53
32,827,305,145,109,180
12,524,276,55,59,56
33,762,404,20,62,43
61,455,536,91,47,18
56,599,301,60,204,35
37,548,514,70,115,1
22,675,256,33,94,230
15,376,450,66,217,144
31,362,228,112,329,78
61,515,213,53,107,32
4,845,285,82,9,10
27,282,439,155,33,39
5,755,472,26,121,116
5,610,394,18,22,86
6,860,365,56,80,102
7,566,190,56,185,49
41,476,364,8,17,77
5,553,400,82,73,4
25,421,602,79,90,41
15,303,343,43,105,59
8,252,233,76,53,11
29,337,549,40,7,86
10,487,370,33,54,19
27,415,250,34,89,38
57,615,259,80,66,29
3,628,383,17,55,5
57,472,431,63,88,69
55,713,692,58,12,144
39,788,754,72,78,61
30,423,544,16,30,80
60,517,313,177,147,49
27,530,352,11,32,36
10,465,447,43,108,44
9,718,254,62,97,53
52,930,345,126,12,75
29,349,720,44,57,98
9,654,992,94,173,173
7,600,580,137,232,17
6,822,516,56,60,59
19,837,413,33,115,42
63,331,379,63,51,44
60,570,789,151,116,45
5,740,365,55,105,60
22,527,419,39,108,68
7,371,461,38,36,157
19,485,503,55,180,31
7,578,449,95,333,79
42,580,522,35,147,59
28,1058,448,17,82,12
21,259,239,87,75,34
26,425,377,56,475,5
56,823,516,14,33,80
4,369,440,140,65,258
59,658,73,20,2,42
10,436,387,188,40,59
15,466,475,122,65,55
54,1007,512,53,20,54
44,1345,493,172,33,21
4,380,344,9,196,86
11,416,407,56,182,76
64,546,367,43,90,120
58,823,663,18,216,59
11,615,307,35,183,107
56,628,476,1,21,52
16,671,330,173,213,13
5,693,214,58,17,29
29,464,307,144,42,208
54,341,353,78,148,33
60,819,386,32,15,18
55,481,642,10,28,52
21,802,425,39,56,102
20,313,251,116,54,91
2,614,388,86,117,114
2,751,494,102,273,10
10,879,409,49,42,56
52,662,369,77,105,96
60,354,369,4,214,165
51,517,527,41,66,53
52,718,498,59,55,42
10,1001,431,11,74,53
19,620,251,86,157,39
60,484,249,19,3,51
58,631,467,38,217,66
55,674,360,29,73,64
15,540,481,5,25,40
24,1016,168,69,67,62
51,292,284,144,8,33
16,823,316,61,66,1
6,1020,554,80,193,45
61,560,321,49,4,105
18,632,285,36,139,58
65,1224,358,44,217,116
52,557,454,53,82,19
52,338,676,75,17,149
15,390,276,98,55,33
9,343,550,173,146,24
11,290,265,18,80,51
37,761,685,59,164,13
8,1401,392,42,71,38
58,633,613,44,131,53
60,739,657,45,14,88
56,788,766,60,218,55
60,779,479,68,47,81
52,333,290,157,71,167
22,569,420,32,29,86
30,490,412,79,83,75
65,644,393,59,64,38
5,988,179,12,331,38
54,417,276,34,92,14
5,890,405,5,27,41
56,670,229,80,124,53
7,669,145,173,62,46
54,431,511,86,41,3
4,318,469,42,61,173
37,375,350,59,274,113
16,348,410,55,20,145
23,592,235,54,90,153
20,361,368,21,92,15
37,515,475,86,38,10
59,634,312,76,96,24
58,439,584,120,51,113
7,739,311,59,110,113
51,479,453,107,55,58
43,387,516,52,110,110
59,473,453,13,4,56
64,423,340,29,1,112
8,315,463,208,4,37
56,311,191,34,21,85
8,583,404,18,42,16
15,471,459,52,86,61
19,877,402,102,296,165
8,188,316,91,94,3
63,1098,443,114,19,121
11,576,363,10,78,4
45,1089,342,56,75,106
19,515,388,96,150,116
6,880,436,165,59,126
39,321,539,54,75,179
40,304,204,42,52,123
61,575,287,53,19,57
9,678,636,39,334,57
59,880,392,51,120,54
53,696,292,66,26,59
36,655,258,64,54,160
36,430,581,40,18,7
38,484,498,62,10,72
1,621,644,33,56,125
32,707,372,1,63,39
35,647,420,45,225,338
10,605,331,105,14,93
58,728,397,58,11,107
42,830,346,116,58,132
60,826,232,19,37,63
56,886,431,149,300,16
22,584,564,33,290,54
8,403,352,24,91,93
62,746,400,51,70,129
27,428,279,13,54,16
32,429,377,38,71,174
13,683,488,53,69,153
15,815,318,88,102,53
58,1016,334,55,54,84
53,411,480,81,204,16
1,580,458,167,135,32
62,315,443,87,197,19
14,680,339,75,55,108
56,881,445,38,4,53
13,536,564,38,36,189
6,485,370,14,190,53
56,314,352,41,3,37
52,570,800,53,93,25
61,853,293,46,44,135
58,595,299,3,5,45
58,324,242,173,13,13
34,603,642,114,133,157
1,722,262,145,131,64
62,534,277,153,108,54
12,311,420,16,57,104
12,624,199,10,146,173
70,701,291,24,15,122
13,490,351,113,152,42
55,781,613,113,46,74
21,443,261,58,29,69
19,363,524,110,11,49
55,389,389,56,124,187
18,582,270,112,32,83
2,482,489,37,182,15
58,738,203,85,164,27
51,738,445,16,74,10
27,1309,533,61,16,83
5,680,189,165,79,62
54,616,504,4,140,118
6,1098,279,121,33,11
15,670,278,4,103,20
51,709,195,106,100,130
9,563,317,116,117,53
60,422,323,126,39,58
54,686,336,179,140,11
19,466,510,1,50,21
42,373,380,122,25,26
9,1001,524,57,67,114
48,399,444,57,167,51
56,386,483,54,3,69
57,398,539,59,204,20
13,474,289,158,37,347
30,624,237,3,120,6
51,910,360,7,57,23
9,459,392,72,81,19
54,683,423,125,108,118
44,1162,451,39,20,6
52,356,279,195,10,1
65,391,438,144,93,6
25,423,373,92,29,110
64,553,493,107,59,131
57,567,408,132,22,62
57,389,282,63,73,3
34,790,414,16,61,84
5,372,508,54,59,90
35,790,588,93,1,67
26,749,354,129,75,22
58,651,322,16,62,39
3,529,473,174,68,113
16,546,575,154,21,60
26,655,466,54,126,147
13,512,381,84,67,118
5,582,282,16,19,5
2,899,334,32,94,82
63,445,507,19,10,22
34,516,497,108,123,109
57,625,544,53,407,56
33,695,583,189,47,110
47,363,340,54,58,61
53,595,625,37,43,130
69,419,316,25,90,17
13,655,697,135,84,9
56,599,479,45,24,56
55,316,264,13,74,101
59,650,309,157,79,14
53,746,161,65,85,178
12,528,631,54,9,56
37,548,438,104,107,64
10,688,306,173,55,15
58,379,527,123,149,45
4,339,343,42,106,56
56,360,297,74,42,270
54,512,291,69,175,19
59,615,310,49,176,16
58,399,572,187,154,38
22,536,185,84,68,86
6,659,338,15,25,58
56,512,344,27,73,125
63,357,558,10,61,89
31,499,476,83,144,20
6,428,391,62,39,38
57,505,276,118,65,60
40,454,569,11,89,87
50,799,330,20,61,64
8,883,423,130,129,64
9,913,506,53,108,90
23,493,438,58,180,80
22,572,330,11,60,60
9,344,622,21,52,30
8,472,453,26,7,60
62,380,500,114,72,11
52,489,724,51,53,68
10,523,396,69,31,21
16,547,470,20,236,41
63,258,302,162,11,52
22,355,276,186,54,34
20,447,519,6,150,1
55,643,354,23,123,90
8,360,524,19,115,60
56,654,607,118,128,172
40,366,243,6,11,47
35,598,462,1,112,48
27,372,290,6,180,89
4,499,384,110,44,37
53,353,479,131,73,21
32,549,317,62,18,110
53,835,198,3,162,58
24,531,330,84,11,86
37,763,424,90,178,167
56,625,480,67,1,5
13,705,215,22,119,83
17,653,197,39,55,51
58,373,273,113,49,9
42,603,425,60,55,201
21,276,431,147,395,2
11,924,288,118,161,134
10,993,335,5,56,55
32,903,692,82,108,142
18,697,348,22,56,143
50,644,252,109,98,10
61,553,239,56,154,59
43,1220,381,110,65,55
26,693,377,61,242,32
20,714,495,130,65,10
55,1073,435,17,53,58
13,583,395,9,197,166
64,697,422,56,262,57
23,437,403,101,59,66
43,539,545,14,184,12
52,589,367,178,91,258
61,217,425,121,93,109
41,605,442,15,65,14
55,498,460,45,207,8
9,1057,301,56,155,63
3,303,627,210,83,247
55,614,317,61,58,47
62,434,325,19,35,52
57,925,298,16,70,129
23,598,491,38,11,49
55,489,294,86,61,12
33,488,465,58,177,60
18,739,318,125,146,140
35,507,436,89,72,57
21,362,373,20,59,55
55,799,322,38,45,55
31,750,350,60,94,103
16,393,641,87,130,69
3,677,372,64,110,96
64,1039,583,64,518,68
2,192,376,90,72,64
60,748,428,80,90,57
55,952,187,60,101,22
63,443,307,30,37,43
20,841,280,60,54,55
3,1041,255,11,8,158
44,348,252,68,187,55
31,715,373,21,77,34
58,804,372,41,55,185
10,432,306,52,133,153
56,279,300,34,89,319
23,728,352,1,198,67
11,779,602,90,123,150
3,654,293,60,63,64
5,277,442,172,122,6
21,676,234,48,63,39
29,1111,201,48,4,2
62,418,385,89,42,57
17,370,510,37,18,118
57,610,420,21,62,5
58,578,490,110,22,67
1,539,447,58,329,98
22,343,545,86,111,35
38,376,318,167,83,42
59,721,314,6,165,114
41,509,459,83,66,72
34,388,368,51,41,5
18,613,722,9,61,107
7,574,390,152,44,97
5,263,400,50,12,9
57,769,623,2,170,47
24,596,278,134,89,50
20,404,450,55,132,79
46,631,691,142,49,72
60,406,307,143,120,6
13,538,501,10,86,35
20,597,467,59,187,45
59,420,420,55,12,11
9,393,504,32,32,69
38,379,370,10,58,43
58,806,530,58,283,170
52,1089,265,166,172,64
23,414,200,53,144,4
11,519,505,83,72,168
55,381,401,162,116,56
18,788,466,97,58,56
62,657,331,109,56,41
63,1007,302,14,60,128
12,375,474,8,119,22
7,320,364,63,52,70
42,490,524,191,26,150
59,559,548,57,124,62
58,524,426,47,9,102
11,414,221,52,147,54
50,746,391,129,38,3
41,632,348,49,76,56
45,312,336,12,19,55
24,433,343,60,115,117
55,707,379,140,90,59
41,613,536,57,35,15
60,1145,437,55,52,83
62,408,388,55,57,9
31,881,329,103,52,30
4,472,384,69,107,95
20,669,321,96,443,124
2,784,332,68,70,44
52,326,657,64,68,25
6,372,880,57,116,116
56,710,251,22,53,93
55,527,379,43,29,25
19,716,430,55,60,144
30,607,337,158,163,34
31,682,558,56,76,13
56,243,381,34,59,33
52,596,316,185,74,17
64,403,456,154,186,39
54,930,172,62,116,56
49,765,395,179,28,96
2,680,441,146,110,147
14,349,271,150,178,40
11,864,283,1,461,58
39,340,345,63,64,55
26,398,412,6,32,85
56,677,338,39,82,61
60,538,430,2,183,177
45,945,401,57,138,94
63,1066,376,118,64,55
8,487,526,5,405,12
30,600,309,67,20,49
29,1241,500,98,58,104
55,503,284,35,75,3
56,457,475,42,217,56
51,581,637,114,164,36
12,864,358,72,121,82
37,670,409,5,63,42
61,935,392,107,209,279
4,226,719,97,60,96
16,370,428,9,42,24
54,319,438,47,226,99
36,633,344,50,66,123
63,377,476,79,114,39
60,511,282,72,77,66
51,759,218,6,164,56
7,372,378,35,54,26
44,428,349,45,137,55
1,712,642,11,134,252
11,758,614,69,190,157
58,541,794,43,19,48
58,1073,387,170,107,97
4,560,310,65,275,267
8,376,223,4,8,37
19,489,503,168,133,184
10,628,272,57,182,17
52,439,436,56,5,53
57,510,467,41,108,11
54,481,259,128,40,115
24,233,456,22,12,61
66,568,277,70,37,55
13,288,407,150,35,135
3,431,347,165,55,206
49,507,454,55,83,155
39,473,391,3,21,32
22,380,405,56,255,150
56,844,659,55,20,7
32,846,373,117,63,25
54,464,465,59,9,63
62,832,324,15,104,83
61,506,444,83,144,69
13,449,793,9,6,234
44,434,205,30,37,217
6,543,710,95,10,119
2,240,451,124,27,11
50,496,387,44,94,61
56,657,313,25,102,74
2,933,387,116,115,131
35,560,687,93,23,59
55,508,510,25,118,44
51,605,377,144,48,15
59,440,231,34,3,183
15,493,654,13,2,29
10,358,365,33,270,68
54,946,302,17,280,76
1,775,303,39,140,71
14,608,463,56,99,58
55,479,245,96,61,53
14,832,258,147,63,41
5,607,484,40,13,14
57,852,330,58,235,51
52,179,373,55,23,52
13,513,488,85,108,46
42,1396,734,61,56,70
26,264,409,177,100,53
21,765,210,95,61,27
11,456,233,55,81,96
11,533,212,12,114,9
58,437,331,49,125,61
54,280,460,104,58,52
53,324,576,3,81,25
37,1249,514,56,8,12
66,444,494,36,38,59
55,680,536,82,38,28
8,630,325,42,95,3
60,567,255,159,40,55
51,400,427,51,3,18
35,460,434,69,94,137
52,675,395,96,24,251
44,914,282,24,22,131
62,536,421,99,34,57
55,480,397,123,22,3
7,674,347,39,30,59
4,784,285,66,57,83
48,605,393,56,3,51
72,572,356,26,88,76
7,697,410,55,15,37
53,321,413,193,202,56
22,298,293,60,89,3
27,389,474,157,23,59
58,370,229,49,56,54
60,541,371,97,54,126
55,599,442,204,63,4
28,583,253,64,61,72
24,359,329,37,109,37
5,440,428,184,47,58
5,401,415,18,5,88
66,842,614,53,21,53
53,809,544,11,54,73
11,394,346,115,55,60
56,475,505,61,57,61
59,574,617,55,59,3
61,519,252,135,62,6
49,492,431,206,210,65
44,423,373,156,30,62
36,640,260,33,6,85
65,349,297,150,221,70
18,528,212,8,239,35
60,231,731,25,163,7
55,611,508,63,52,55
55,602,314,83,77,4
54,661,538,69,116,237
49,672,160,173,34,33
9,444,417,62,245,50
19,861,300,170,166,2
32,289,416,48,106,53
48,549,488,119,10,29
56,432,517,11,143,57
53,453,392,61,16,5
8,514,457,74,12,114
1,792,350,131,58,120
53,533,420,59,19,51
64,881,460,44,68,65
59,454,456,15,57,64
9,407,497,157,88,45
35,608,228,27,51,23
19,379,345,29,117,5
55,401,438,68,4,24
60,686,400,76,137,63
29,878,240,71,52,77
56,353,395,58,35,53
18,806,335,53,4,16
7,525,629,41,53,38
51,689,226,14,135,52
14,400,644,51,70,133
35,596,509,52,151,166
13,557,391,46,318,92
64,1204,467,70,144,10
56,949,487,53,322,82
15,821,336,27,116,47
2,866,429,96,78,24
12,419,420,9,100,61
7,776,416,61,67,73
62,890,391,52,364,5
25,563,371,25,102,116
50,538,168,12,66,30
5,665,238,59,115,100
21,356,444,28,145,65
63,572,551,3,61,177
53,981,358,55,28,116
2,685,282,18,63,60
9,610,348,137,21,66
54,587,331,193,42,40
36,677,194,164,123,58
2,404,547,27,56,133
18,518,414,57,128,24
4,410,226,3,57,61
56,799,346,59,6,29
1,431,511,83,198,24
6,321,428,51,249,94
13,834,440,76,27,229
6,487,407,37,72,69
40,642,167,56,44,81
63,574,281,3,6,9
24,667,356,59,198,63
54,786,410,54,35,18
42,318,531,126,55,9
23,723,280,4,68,30
49,1075,349,72,40,113
57,809,356,37,16,60
57,459,402,58,39,5
55,700,399,88,51,80
49,954,314,53,23,59
61,712,270,73,76,11
35,300,247,60,62,68
13,585,482,61,136,16
56,633,394,3,219,57
34,882,402,6,48,85
9,525,340,65,63,57
13,337,531,62,58,5
58,534,380,85,123,43
46,951,333,70,164,69
34,467,525,35,302,22
60,540,328,7,111,48
2,538,349,55,3,114
58,500,224,4,5,39
15,516,750,156,58,57
53,770,419,82,163,119
60,592,418,33,66,96
2,843,417,50,112,111
58,487,340,2,2,108
45,469,386,53,48,12
54,338,291,29,49,320
11,803,352,57,72,25
61,593,395,5,35,85
44,302,299,114,46,10
19,652,371,120,173,35
58,827,254,51,57,57
2,314,492,65,29,66
20,703,282,64,55,24
53,634,641,45,31,12
32,585,525,23,122,255
65,559,503,5,60,18
29,661,461,24,55,74
52,809,167,63,167,53
64,604,478,77,40,80
5,803,344,53,51,183
16,826,265,16,111,27
12,685,558,38,51,61
26,556,370,52,35,51
39,603,350,133,90,166
64,396,618,166,177,13
29,272,209,93,163,9
17,533,658,10,52,10
39,576,496,82,43,62
52,331,382,47,50,30
36,585,436,24,82,94
38,472,358,61,49,87
58,332,392,73,99,57
64,954,573,5,27,53
15,448,405,116,49,35
6,720,316,30,40,65
58,698,282,100,56,13
26,451,719,65,57,293
22,541,262,156,45,55
15,550,404,22,38,121
39,339,202,116,60,118
12,447,350,60,140,61
2,482,259,66,26,52
58,399,302,40,300,224
61,791,346,58,111,109
63,492,488,133,58,52
64,779,404,24,97,60
30,955,478,61,65,65
13,320,384,29,188,79
26,672,515,24,136,44
50,191,358,94,90,57
60,485,382,166,158,43
59,887,353,132,60,60
54,460,441,81,119,45
58,666,308,9,30,291
17,961,524,63,125,77
50,670,399,18,42,254
38,719,339,9,278,170
11,722,233,30,179,54
50,460,316,113,58,39
30,386,400,60,62,63
64,577,320,5,69,3
59,742,598,80,96,50
54,449,458,59,334,113
8,439,408,11,145,187
11,469,381,68,11,11
9,745,411,16,73,64
61,574,355,57,123,120
26,695,296,85,27,1
29,628,548,57,54,80
52,374,730,5,170,11
58,682,536,43,178,192
58,724,270,69,296,28
32,793,256,22,74,111
29,681,320,48,194,102
53,702,150,114,151,81
25,520,369,39,60,31
21,481,287,57,61,99
30,839,332,119,179,18
24,423,263,96,192,239
2,460,133,111,1,112
61,399,376,108,103,36
7,504,401,12,128,84
9,565,330,151,197,275
18,697,594,170,117,43
9,964,369,25,158,115
12,389,383,85,131,35
57,669,442,10,374,8
53,395,385,35,104,37
20,478,382,57,73,120
57,329,480,66,214,11
1,738,276,24,115,67
3,540,386,12,198,131
22,675,466,204,56,95
62,698,422,52,107,57
21,372,378,18,67,12
12,609,389,74,133,59
60,454,237,53,145,62
43,521,338,80,13,38
56,750,466,183,43,61
12,813,633,28,110,13
63,448,435,61,60,62
1,981,447,51,19,26
63,597,608,166,202,14
23,1225,335,14,185,55
22,526,265,9,93,94
40,450,389,10,102,102
1,465,314,62,18,57
18,438,501,30,52,21
57,386,515,94,119,5
54,462,345,87,62,122
35,450,201,57,106,42
54,348,426,53,59,142
57,395,346,35,201,56
61,519,439,65,62,157
33,326,504,13,178,147
58,612,481,198,19,35
16,430,554,96,6,47
36,1016,359,55,124,43
61,784,507,121,57,58
64,1155,471,118,120,66
43,415,249,61,34,205
59,515,250,52,104,9
60,1085,510,156,60,7
60,385,242,69,338,47
11,515,244,109,51,71
39,1423,345,52,3,131
9,682,391,60,108,93
9,548,608,65,10,30
60,111,365,79,2,12
66,337,379,44,135,25
26,384,668,57,166,163
4,608,446,43,186,181
65,377,462,60,9,18
60,614,439,45,59,74
32,679,704,180,80,137
20,339,458,112,48,70
25,435,273,77,143,55
53,261,743,158,200,6
15,260,435,97,106,101
3,782,493,170,91,55
59,309,289,55,166,30
63,545,266,39,235,31
62,669,493,63,145,41
52,789,337,3,71,56
38,193,391,50,58,53
32,782,342,113,113,35
13,463,283,187,93,42
16,427,347,12,23,42
8,618,398,64,31,60
36,980,495,120,54,12
36,531,234,1,72,4
50,592,521,80,36,130
22,414,631,11,72,97
1,363,188,192,95,50
39,689,1047,29,45,3
58,475,589,111,68,3
61,981,287,102,88,110
3,1275,144,81,46,9
70,588,371,31,159,49
50,301,173,99,57,56
18,764,474,18,219,56
38,490,309,172,20,7
48,670,585,68,66,5
13,615,227,112,61,22
4,432,482,36,148,43
20,558,415,84,330,87
3,467,418,181,113,55
59,695,394,95,15,76
45,658,351,43,38,4
30,561,425,115,106,110
7,413,521,35,22,54
41,615,517,8,49,10
5,377,460,37,134,58
47,526,299,120,64,50
51,569,1036,11,30,65
55,723,495,67,52,20
45,643,446,131,87,72
53,305,321,95,37,107
59,352,386,57,147,45
14,621,268,12,33,77
1,432,423,59,55,5
3,218,299,62,89,56
65,392,259,38,57,73
7,461,354,61,54,339
33,439,329,13,120,123
60,361,522,62,11,27
32,1163,237,26,13,37
24,748,421,14,203,38
19,540,455,55,28,11
57,484,467,94,63,225
3,674,363,102,1,61
16,481,670,57,23,6
56,381,487,21,140,61
16,655,418,5,176,15
55,918,600,122,88,70
27,315,532,42,164,121
52,552,378,142,71,29
9,553,357,56,3,249
19,317,178,157,60,64
17,310,441,148,272,140
7,754,378,35,47,35
21,435,197,47,19,74
59,517,308,43,94,90
58,505,257,58,57,55
9,552,225,66,154,37
28,784,494,205,104,106
55,299,257,10,236,105
26,334,333,7,174,156
70,914,487,47,71,26
7,752,517,71,53,9
62,781,391,131,106,73
29,680,438,93,214,215
37,474,386,30,63,219
10,652,501,12,249,81
20,691,236,25,67,113
2,460,292,163,50,4
13,477,472,182,2,94
60,637,426,19,224,45
42,690,370,74,60,37
29,578,409,137,72,71
32,483,243,70,68,34
55,602,412,55,63,81
57,400,360,6,31,69
37,490,297,101,131,1
10,893,476,55,121,55
51,399,187,30,226,53
54,188,207,31,196,58
9,390,516,41,102,59
64,403,377,56,31,5
57,361,458,53,91,83
27,558,232,35,1,16
59,981,106,42,23,106
42,349,500,42,55,49
1,861,321,60,2,77
58,218,373,12,130,12
64,575,364,4,2,125
3,661,239,130,51,33
58,454,246,97,10,7
53,538,182,50,72,178
30,1372,642,3,26,60
16,467,419,3,57,53
7,577,317,110,330,54
14,1483,354,9,224,76
34,547,265,49,273,17
28,226,347,56,57,80
38,294,423,56,2,141
3,469,331,7,421,34
26,843,287,5,57,31
28,1006,488,22,157,56
59,803,514,43,131,19
54,654,245,87,66,45
35,429,509,55,26,57
6,364,426,76,77,113
31,492,455,4,28,46
29,838,382,110,74,110
13,327,320,54,35,78
20,1105,146,10,103,46
20,364,344,58,49,55
32,763,532,50,60,19
59,627,478,65,158,55
57,731,510,20,40,98
12,535,404,72,30,244
26,419,369,107,87,5
19,364,424,45,60,122
53,744,382,77,6,51
42,192,286,5,145,141
11,349,193,56,56,58
9,300,481,73,58,21
30,804,421,185,57,11
30,714,385,155,62,94
52,662,400,123,138,90
8,880,562,27,102,4
54,413,369,37,87,20
59,334,204,38,63,17
53,717,495,11,17,58
16,905,350,157,43,2
57,658,336,69,74,123
48,272,441,61,56,53
19,545,522,6,57,142
69,524,557,61,4,94
52,862,212,15,112,69
21,457,600,70,59,53
10,487,308,121,166,35
48,474,394,29,5,20
65,864,293,192,42,57
41,641,269,58,64,20
31,630,185,64,78,11
55,1005,526,140,198,121
10,840,328,35,279,5
51,1001,334,74,51,99
55,550,361,90,60,48
38,231,576,55,228,58
26,479,580,37,108,123
62,500,444,106,42,84
7,376,611,105,65,48
58,794,375,156,247,59
8,320,616,27,183,220
57,390,398,9,1,25
9,481,219,73,60,19
40,857,451,164,90,57
44,677,420,52,80,167
33,704,432,177,59,2
18,437,453,43,71,9
21,475,686,81,297,108
16,343,236,113,60,56
56,683,188,4,60,98
13,690,195,94,186,54
32,417,414,45,210,21
29,500,464,37,74,130
61,464,570,71,10,2
55,652,356,34,65,177
21,603,507,81,434,33
59,415,623,69,66,59
32,517,597,1,308,25
55,352,626,55,71,63
62,611,336,53,143,74
